English,Kiswahili,Domain
Legislative measures to facilitate funding of County Governments in case the Division of Revenue Bill and the County Allocation of Revenue Bill are not enacted by 30th June so as to prevent cash crisis that could arise and affect delivery of services by County Governments; 2.,Hatua za kisheria za kuwezesha ufadhili wa Serikali za Kaunti iwapo Mswada wa Mswada wa Mgawanyo wa Mapato na Mswada wa Ugavi wa Mapato ya Kaunti hautapitishwa kufikia tarehe 30 Juni ili kuzuia shida ya pesa ambayo inaweza kuibuka na kuathiri utoaji wa huduma na Serikali za Kaunti; 2.,Governance
Legislative and administrative reforms to improve social and economic well-being of all Kenyans taking into account the current debt situation and the need for a sustainable public debt position without putting more burden on Kenyans; 3.,Marekebisho ya sheria na utawala ili kuboresha ustawi wa kijamii na kiuchumi wa Wakenya wote kwa kuzingatia hali ya sasa ya madeni na hitaji la nafasi endelevu ya deni la umma bila kuweka mzigo zaidi kwa Wakenya; 3.,Governance
Global growth is projected at 3.2 percent in 2024 and 3.3 percent in 2025 from 3.3 percent in 2023.,Ukuaji wa kimataifa unakadiriwa kuwa asilimia 3.2 mwaka 2024 na asilimia 3.3 mwaka 2025 kutoka asilimia 3.3 mwaka 2023.,Disaster/Health
"The outlook reflects economic recovery in China, Euro area and UK, despite a slowdown in activity in the USA and Japan.","Mtazamo huo unaonyesha kuimarika kwa uchumi nchini China, eneo la Euro na Uingereza, licha ya kudorora kwa shughuli nchini Marekani na Japan.",Disaster/Health
"In particular, the National Treasury is required to seek views of the following: i.","Hasa, Hazina ya Taifa inatakiwa kutafuta maoni ya yafuatayo: i.",Governance
The Commission on Revenue Allocation; ii.,Tume ya Ugawaji wa Mapato; ii.,Disaster/Health
"Article 227 of the Constitution of Kenya requires that when a state organ or any other public entity contracts for goods or services, it shall do so in accordance with a system that is fair equitable transparent, competitive and cost effective.","Kifungu cha 227 cha Katiba ya Kenya kinataka kwamba wakati chombo cha serikali au shirika lingine lolote la umma likiweka kandarasi za bidhaa au huduma, litafanya hivyo kwa mujibu wa mfumo ambao ni wa usawa wa uwazi, wenye ushindani na wa gharama nafuu.",Disaster/Health
"Section 7(1) of the Public Procurement and Asset Disposal Act 2015, (The Act) states that the National Treasury established under section 11 of the Public Finance Management Act 2012 shall be responsible for Public Procurement and Asset Disposal Policy formulation.","Kifungu cha 7(1) cha Sheria ya Manunuzi ya Umma na Uondoaji Mali ya mwaka 2015, (Sheria) kinasema Hazina ya Taifa iliyoanzishwa chini ya kifungu cha 11 cha Sheria ya Usimamizi wa Fedha za Umma ya mwaka 2012 itawajibika kutunga Sera ya Ununuzi na Usambazaji wa Mali za Umma.",Governance
REPUBLIC OF KENYA THE NATIONAL TREASURY AND ECONOMIC PLANNING PRESS STATEMENT (FOR IMMEDIATE RELEASE) 3rd October 2024.,JAMHURI YA KENYA TAARIFA YA HAZINA YA KITAIFA NA MIPANGO YA UCHUMI (KWA TAARIFA YA HARAKA) tarehe 3 Oktoba 2024.,Governance
"NATIONAL TREASURY INITIATES TRANSITION TO ACCRUAL BASIS ACCOUNTING The National Treasury is pleased to announce the commencement of the transition from cash -basis accounting to the International Public Sector Accounting Standards (IPSAS) accrual basis, marking an important step in public financial management reform.","HAZINA YA TAIFA YAANZISHA MAPITO YA UHASIBU WA MSINGI UTAYARISHAJI Hazina ya Kitaifa inafuraha kutangaza kuanza kwa mageuzi kutoka kwa uhasibu wa msingi wa fedha kwenda kwa viwango vya kimataifa vya uhasibu katika sekta ya umma (IPSAS), kuashiria hatua muhimu katika mageuzi ya usimamizi wa fedha za umma.",Governance
"This transition will affect the National Government, County Governments, and their respective entities, ensuring greater transparency and accountability in financial reporting.","Mpito huu utaathiri Serikali ya Kitaifa, Serikali za Kaunti, na huluki zao, kuhakikisha uwazi na uwajibikaji zaidi katika kuripoti fedha.",Governance
"The Cabinet approved this transition on 7 thMarch,2024 following recommendations from the National Treasury and the Publi c Sector Accounting Standards Board (PSASB).","Baraza la Mawaziri liliidhinisha mabadiliko haya tarehe 7 Machi, 2024 kufuatia mapendekezo kutoka kwa Hazina ya Kitaifa na Bodi ya Viwango vya Uhasibu katika Sekta ya Umma (PSASB).",Governance
"The Virtual Asset Service Providers Bill, 2025 1 THE VIRTUAL ASSET SERVICE PROVIDERS BILL, 2025 ARRANGEMENT OF CLAUSES Clause PART I─PRELIMINARY 1— Short title. 2— Interpretation. 3— Meaning of “virtual asset service provider”. 4— Objects of the Act. 5— Scope of application.","The Virtual Asset Service Providers Bill, 2025 1 MSWADA WA MSWADA WA WATOA HUDUMA AINA YA MALI, WA 2025 UPANGILIO WA VIFUNGO SEHEMU YA I─AWALI 1— Jina fupi. 2 - Tafsiri. 3- Maana ya ""mtoa huduma wa mali halisi"". 4- Malengo ya Sheria. 5- Wigo wa maombi.",Disaster/Health
PART II — DESIGNATION OF REGULATORY AUTHORITIES 6— Regulatory authorities. 7— Functions of the relevant regulatory authorities. 8— Guiding principles of the relevant regulatory authority.,SEHEMU YA II - UTEUZI WA MAMLAKA ZA USIMAMIZI 6- Mamlaka za udhibiti. 7- Kazi za mamlaka husika za udhibiti. 8- Kanuni elekezi za mamlaka husika ya udhibiti.,Disaster/Health
"Section 23 (1) of the Wildlife Conservation and Management Act, 2013 (as amended) establishes the Wildlife Conservation Trust Fund.","Kifungu cha 23 (1) cha Sheria ya Uhifadhi na Usimamizi wa Wanyamapori, 2013 (kama ilivyorekebishwa) kinaanzisha Mfuko wa Udhamini wa Uhifadhi wa Wanyamapori.",Disaster/Health
"The Board of the Wildlife Conservation Trust Fund and the National Treasury have now finalized the draft Public Finance Management (Wildlife Conservation Trust Fund) Regulations, 2024.",Bodi ya Mfuko wa Hifadhi ya Wanyamapori na Hazina ya Kitaifa sasa imekamilisha rasimu ya Kanuni za Usimamizi wa Fedha za Umma (Wildlife Conservation Trust Fund) za mwaka 2024.,Governance
"These Regulations may be cited as the Sports, Arts and Social Development Fund (Amendment) Regulations, 2024.","Kanuni hizi zinaweza kutajwa kuwa Kanuni za Mfuko wa Michezo, Sanaa na Maendeleo ya Jamii (Marekebisho) za 2024.",Disaster/Health
"Regulation 1 of the Public Finance Management (Sports, Arts and Social Development Fund) Regulations, 2018 , hereinafter referred to as the “principal Regulations” is amended by deleting the words “Arts and Social Development” appearing immediately after the word “Sports” and substituting therefor the words “and Arts”. 3.","Kanuni ya 1 ya Kanuni za Usimamizi wa Fedha za Umma (Michezo, Sanaa na Mfuko wa Maendeleo ya Jamii) za mwaka 2018, ambazo zitajulikana baadaye kama “Kanuni kuu” inafanyiwa marekebisho kwa kufuta maneno “Sanaa na Maendeleo ya Jamii” yanayoonekana mara baada ya neno “Michezo” na kuweka badala ya maneno “na Sanaa”. 3.",Governance
"The Government Owned Enterprises Bill, 2024 1 THE GOVERNMENT OWNED ENTERPRISES BILL, 2024 ARRANGEMENT OF CLAUSES Clause PART I─PRELIMINARY 1—Short title. 2—Interpretation. 3—Objects of this Act. 4— Application. 5— Role of the Cabinet Secretary for the National Treasury. 6— Role of the relevant Cabinet Secretary.","The Government Owned Enterprises Bill, 2024 1 MUSWADA WA USHIRIKA UNAOMILIKIWA NA SERIKALI, 2024 MPANGILIO WA VIFUNGO SEHEMU YA I─AWALI 1—Jina fupi. 2 - Tafsiri. 3 - Malengo ya Sheria hii. 4- Maombi. 5- Wajibu wa Katibu wa Baraza la Mawaziri kwa Hazina ya Kitaifa. 6- Wajibu wa Katibu wa Baraza la Mawaziri husika.",Governance
PART II—PROCEDURE AND CRITERIA FOR ESTABLISHING A GOVERNMENT OWNED ENTERPRISE 7— Guiding principles for the establishment of Government Owned Enterprises. 8— Procedure for establishment of a Government Owned Enterprise. 9— Attributes of a Government Owned Enterprise.,SEHEMU YA PILI—UTARATIBU NA VIGEZO VYA KUANZISHA BIASHARA INAYOMILIKIWA NA SERIKALI 7— Kanuni elekezi za uanzishaji wa Mashirika Yanayomilikiwa na Serikali. 8- Utaratibu wa kuanzishwa kwa Biashara Inayomilikiwa na Serikali. 9- Sifa za Biashara Inayomilikiwa na Serikali.,Governance
The Policy is underpinned on the Government’s commitment to address the challenges that have faced the Kenyan tax system for a long time.,Sera hiyo inaungwa mkono na kujitolea kwa Serikali kushughulikia changamoto ambazo zimekabili mfumo wa ushuru wa Kenya kwa muda mrefu.,Governance
As such this National Tax Policy identifies and analyses the challenges of the current tax regime and sets out broad policy guidelines to address these challenges thereby forming a basis for tax reforms and review of existing tax legislation.,Kwa hivyo Sera hii ya Kitaifa ya Ushuru inabainisha na kuchambua changamoto za mfumo wa sasa wa kodi na kuweka miongozo mipana ya sera ili kutatua changamoto hizi na hivyo kutengeneza msingi wa marekebisho ya kodi na mapitio ya sheria zilizopo za kodi.,Governance
"Persons interested in submitting comments are requested to scan the QR code that can also be accessed in the National Treasury website www.treasury.go.ke, PPRA website https://ppra.go.ke and KISM website htps://kism.or.ke and complete the feeback form therein.","Watu wanaotaka kuwasilisha maoni wanaombwa kuchanganua msimbo wa QR ambao unaweza pia kupatikana katika tovuti ya Hazina ya Kitaifa www.treasury.go.ke, tovuti ya PPRA https://ppra.go.ke na tovuti ya KISM htps://kism.or.ke na ujaze fomu ya marejesho humo.",Governance
"Alternatively, persons may submit written memoranda in hard copies, in the format provided for in the National Treasury website, addressed to the Principal Secretary, National Treasury, P .O.","Vinginevyo, watu wanaweza kuwasilisha memoranda zilizoandikwa katika nakala ngumu, katika muundo uliotolewa katika tovuti ya Hazina ya Kitaifa, iliyotumwa kwa Katibu Mkuu, Hazina ya Kitaifa, P.O.",Governance
